content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,tokens,clean_text,polarity_clean,sentiment_clean
Tidak bisa di gunakan. Keranjangnya selalu kosong padahal sudah di isi2 sebelumnya. Sudah coba2 ke berbagai cabang juga tetap kosong keranjangnya. Mendingan tutup aja aplikasinya,1,0.0,0.0,Negative,"['keranjang', 'kosong', 'isi', 'coba', 'cabang', 'kosong', 'keranjang', 'mending', 'tutup', 'aplikasi']",keranjang kosong isi coba cabang kosong keranjang mending tutup aplikasi,0.0,Neutral
"menyediakan kebutuhan sehari-hari yg hampir lengkap serta sering ada harga diskon,",5,0.0,0.0,Positive,"['sedia', 'butuh', 'hari', 'lengkap', 'harga', 'diskon']",sedia butuh hari lengkap diskon,0.0,Neutral
Kalau ada promo mohon di info,5,0.0,0.0,Positive,"['promo', 'mohon', 'info']",mohon info,0.0,Neutral
Sangat memuaskan pelayanannya,5,0.0,0.0,Positive,"['muas', 'layan']",muas,0.0,Neutral
sekarang tdk bisa liat katalog secara keseluruhan.respon tdk ada internet.pdhl kita pke wifi..dan sdh seminggu lebih tdk bisa di buka..cuma bisa buka klaim promo member...smg kedpn nya bs lebih baik lagi..sukses trs buat superindo..sy pelanggan setia kamu.. update : versi terbaru makin jelek.sering kosong.tidak ada yg bisa dilihat..,3,0.0,0.0,Neutral,"['liat', 'katalog', 'respon', 'internet', 'pdhl', 'pke', 'wifi', 'minggu', 'buka', 'buka', 'klaim', 'promo', 'member', 'smg', 'kedpn', 'sukses', 'trs', 'langgan', 'setia', 'baru', 'jelek', 'kosong']",liat katalog respon internet pdhl pke wifi minggu klaim member smg sukses trs langgan setia baru jelek kosong,0.0,Neutral
Tidak bisa untuk mendaftar,1,0.0,0.0,Negative,['daftar'],daftar,0.0,Neutral
Pelayanan bagus dan ramah,5,0.0,0.0,Positive,"['layan', 'bagus', 'ramah']",ramah,0.0,Neutral
Sungguh terlalu kenapa tiba2 hilang gini,1,0.0,0.0,Negative,"['sungguh', 'hilang', 'gin']",sungguh hilang gin,0.0,Neutral
"Harga nya kurang bersahaba /mahal ( coba di cek lg) , ,, dibandingkan dg supermarket yg ada di wilayah kediri,, kelebihannya menyediakan ikan n daging, segar,",3,0.0,0.0,Neutral,"['harga', 'bersahaba', 'mahal', 'coba', 'cek', 'banding', 'dg', 'supermarket', 'wilayah', 'diri', 'lebih', 'sedia', 'ikan', 'n', 'daging', 'segar']",mahal coba cek banding dg supermarket wilayah diri lebih sedia ikan n daging segar,0.0,Neutral
Tidak dapat,5,0.0,0.0,Positive,[],,0.0,Neutral
Banyak promo..dan banyak poin member,5,0.0,0.0,Positive,"['promo', 'poin', 'member']",poin member,0.0,Neutral
Memuaskan,5,0.0,0.0,Positive,['muas'],muas,0.0,Neutral
nNba,5,0.0,0.0,Positive,['nnba'],,0.0,Neutral
"aplikasi nya gajelas mau daftar gabisa cuma putih doang layar nya, gamembantu sama sekali",1,0.0,0.0,Negative,"['gajelas', 'daftar', 'gabisa', 'putih', 'doang', 'layar', 'gamembantu']",gajelas daftar gabisa putih doang layar,0.0,Neutral
Oke,5,0.0,0.0,Positive,['oke'],oke,0.0,Neutral
"Bad, aplikasi tidak bisa dibuka sama swkaki",1,-0.6999999999999998,0.6666666666666666,Negative,"['bad', 'buka', 'swkaki']",bad,-0.6999999999999998,Negative
Belanja,5,0.0,0.0,Positive,['belanja'],,0.0,Neutral
Makin di update jadi makin lemot,1,0.0,0.0,Negative,['lot'],lot,0.0,Neutral
"Coba tambahkan fitur live shoping toko tiap cabang untuk share promo, check out barang dan delivery.",3,0.13636363636363635,0.5,Neutral,"['coba', 'tambah', 'fitur', 'live', 'shoping', 'toko', 'cabang', 'share', 'promo', 'check', 'out', 'barang', 'delivery']",coba tambah fitur live shoping toko cabang share check out delivery,0.13636363636363635,Positive
Sangat praktis,5,0.0,0.0,Positive,['praktis'],praktis,0.0,Neutral
"Saya suka Belanja disini tempatnya bersih dan nyaman,pegawainya ramah2 dan jg bnyk promo ..",5,0.0,0.0,Positive,"['suka', 'belanja', 'tempat', 'bersih', 'nyaman', 'pegawai', 'ramah', 'bnyk', 'promo']",suka tempat bersih nyaman pegawai ramah bnyk,0.0,Neutral
Superindo nyaman buat belanja bersama keluarga dan teman,5,0.0,0.0,Positive,"['nyaman', 'belanja', 'keluarga', 'teman']",nyaman keluarga teman,0.0,Neutral
Aplikasi ringan dan cepat operasionalnya. Hanya sayang tidak bisa dibuat aktifkan voucher,4,0.0,0.0,Positive,"['ringan', 'cepat', 'operasional', 'sayang', 'aktif', 'voucher']",ringan cepat operasional sayang aktif voucher,0.0,Neutral
Bagus,5,0.0,0.0,Positive,['bagus'],,0.0,Neutral
Mohon maaf jgn hoax dong tulisannya promo 30% Vape obat nyamuk elektrik pas dikasir bayar ngk ada promo kata mba kasirnya di Superindo jl. Ceremai Raya perumnas-Corebon,1,0.0,0.0,Negative,"['mohon', 'maaf', 'jgn', 'hoax', 'tulis', 'promo', 'vape', 'obat', 'nyamuk', 'elektrik', 'pas', 'kasir', 'bayar', 'ngk', 'promo', 'mba', 'kasir', 'jl', 'ceremai', 'raya', 'perumnas', 'corebon']",mohon maaf jgn hoax tulis obat pas kasir bayar ngk mba kasir jl raya,0.0,Neutral
Good,5,0.7,0.6000000000000001,Positive,['good'],good,0.7,Positive
Belanja murah ya Superindo,5,0.0,0.0,Positive,"['belanja', 'murah']",murah,0.0,Neutral
"Belanja di my super indo, sangat memuaskan mulai dr kwalitas barang""nya dan ramah dlm pelayananya pokoknya sangat puas",5,0.3333333333333333,0.6666666666666666,Positive,"['belanja', 'my', 'super', 'indo', 'muas', 'dr', 'kwalitas', 'barang', 'ramah', 'dlm', 'pelayananya', 'pokok', 'puas']",my indo muas dr kwalitas ramah dlm pelayananya pokok puas,0.0,Neutral
Tidak bisa cek selain yang promo,1,0.0,0.0,Negative,"['cek', 'promo']",cek,0.0,Neutral
selalu ada yg terbaru,5,0.0,0.0,Positive,['baru'],baru,0.0,Neutral
"Suka belanja di superindo, kebetulan dekat dgn rumah, selalu ada diskon untuk segala kebutuhan, pelayanan ramah dan cepat👍👍👍",5,0.0,0.0,Positive,"['suka', 'belanja', 'rumah', 'diskon', 'butuh', 'layan', 'ramah', 'cepat']",suka rumah diskon butuh ramah cepat,0.0,Neutral
Super Indonesia Oke,4,0.3333333333333333,0.6666666666666666,Positive,"['super', 'indonesia', 'oke']",indonesia oke,0.0,Neutral
"Setiap buka app ini pasti harus diperbaharui dulu kek, lu update tiap hari ya app nya???",1,0.0,0.0,Negative,"['buka', 'baharu', 'kek', 'lu']",baharu kek lu,0.0,Neutral
"Bagus versi lama, ini dicampur belanja online jadi ga nyaman",4,0.0,0.0,Positive,"['bagus', 'campur', 'belanja', 'online', 'nyaman']",campur online nyaman,0.0,Neutral
Good Job,5,0.7,0.6000000000000001,Positive,"['good', 'job']",good job,0.7,Positive
Super indo okay,5,0.41666666666666663,0.5833333333333333,Positive,"['super', 'indo', 'okay']",indo okay,0.5,Positive
Harga bersaing,5,0.0,0.0,Positive,"['harga', 'saing']",saing,0.0,Neutral
Top,5,0.5,0.5,Positive,['top'],top,0.5,Positive
belom lama di upgrade skrg hrs upgrade lg..dan butuh memori lbh besar....jd utk kali ini apk ini sy uninstal,1,0.0,0.0,Negative,"['bom', 'upgrade', 'skrg', 'hrs', 'upgrade', 'butuh', 'memori', 'lbh', 'kali', 'apk', 'uninstal']",bom upgrade skrg hrs upgrade butuh memori lbh kali apk uninstal,0.0,Neutral
Mantap banyak diskon,5,0.0,0.0,Positive,"['mantap', 'diskon']",mantap diskon,0.0,Neutral
Superindo Ok,2,0.5,0.5,Negative,['ok'],,0.0,Neutral
Padahal di toko ada promo sirup tapi di apk gk ada promo sirup,3,0.0,0.0,Neutral,"['toko', 'promo', 'sirup', 'apk', 'promo', 'sirup']",toko sirup apk sirup,0.0,Neutral
Good job,5,0.7,0.6000000000000001,Positive,"['good', 'job']",good job,0.7,Positive
Masih bingung euy saya... sdh update 11 jan...apa skrng tgl 27 jan hrs update lagi...?,3,0.0,0.0,Neutral,"['bingung', 'euy', 'jan', 'skrng', 'tgl', 'jan', 'hrs']",bingung euy jan skrng tgl jan hrs,0.0,Neutral
"Apl tidak lengkap, pada saat belanja barang tersedia, ternyata setelah sesampainya dirumah ada item kosong, padahal saya penting sekali itu barang. Selama saya berbelanja ol kejadian nya sdh 4 kali.",3,0.0,0.0,Neutral,"['apl', 'lengkap', 'belanja', 'barang', 'sedia', 'sampa', 'rumah', 'item', 'kosong', 'barang', 'belanja', 'ol', 'jadi', 'kali']",apl lengkap sedia rumah item kosong jadi kali,0.0,Neutral
Lumayan bagus banyakik promo nya ya,4,0.0,0.0,Positive,"['lumayan', 'bagus', 'banyakik', 'promo']",lumayan,0.0,Neutral
"Harua Update terus app nya, ribet pas mau dipake blm diupdate jadi nunggu lama",1,0.0,0.0,Negative,"['harua', 'ribet', 'pas', 'dipake', 'diupdate', 'nunggu']",ribet pas dipake diupdate nunggu,0.0,Neutral
"Udah bagus banyak promo diskon setiap perminggu update. Cuma sayang di wilayah ini belum ada jasa pengiriman kerumah, jadi harus ke outlet.",5,0.0,0.0,Positive,"['udah', 'bagus', 'promo', 'diskon', 'minggu', 'sayang', 'wilayah', 'jasa', 'kirim', 'rumah', 'outlet']",udah diskon minggu sayang wilayah jasa kirim rumah outlet,0.0,Neutral
"Fresh, murah",5,0.3,0.5,Positive,"['fresh', 'murah']",fresh murah,0.3,Positive
Selalu ada discount 😊,5,0.0,0.0,Positive,['discount'],discount,0.0,Neutral
"Aplikasinya sih bagus tapi pelayanannya untuk belanja online harusnya gratis ongkir kaya alfamart, pasti banyak yang terbantu. Apalagi kaya aku yang emang punya bayi masih new born. Belum bisa dibawa kemana mana anak nya. Jadi beli online gratis ongkir itu seharusnya yang lebih memuaskan lagi untuk aplikasi superindo terbarunya. Semoga bisa jadi masukan ya",5,0.13636363636363635,0.45454545454545453,Positive,"['aplikasi', 'bagus', 'layan', 'belanja', 'online', 'gratis', 'ongkir', 'kaya', 'alfamart', 'bantu', 'kaya', 'emang', 'bayi', 'new', 'born', 'bawa', 'mana', 'anak', 'beli', 'online', 'gratis', 'ongkir', 'muas', 'baru', 'moga', 'masuk']",aplikasi online gratis ongkir kaya alfamart bantu kaya emang bayi bawa mana anak beli online gratis ongkir muas baru moga masuk,0.0,Neutral
"Setelah di upgrade malah jadi toko online,kembalikan apk nya seperti dulu",1,0.0,0.0,Negative,"['upgrade', 'toko', 'online', 'kembali', 'apk']",upgrade toko online kembali apk,0.0,Neutral
Excellent service ❤️,5,1.0,1.0,Positive,"['excellent', 'service']",excellent service,1.0,Positive
Pelayanan baik Promo yg mantull,5,0.0,0.0,Positive,"['layan', 'promo', 'mantull']",mantull,0.0,Neutral
Tempat berbelanja yang bagus dan aman buat anak anak,4,0.0,0.0,Positive,"['belanja', 'bagus', 'aman', 'anak', 'anak']",aman anak anak,0.0,Neutral
bagus pelayanannya,5,0.0,0.0,Positive,"['bagus', 'layan']",,0.0,Neutral
"Kalo pesen pakek app ini dikasih waktu 20 menit buat bayar, tapi buat refund 2 hari lebih uangnya gak masuk2 padahal yang ngecancel sana sendiri",1,0.0,0.0,Negative,"['sen', 'pakek', 'kasih', 'menit', 'bayar', 'refund', 'uang', 'masuk', 'ngecancel']",sen pakek kasih menit bayar refund uang masuk,0.0,Neutral
Pengalaman sy belanja di superindo enak saja dan mudah brg yg dibeli bersih pelayanan bayar cepat ....thx.,5,0.0,0.0,Positive,"['alam', 'belanja', 'enak', 'mudah', 'barang', 'beli', 'bersih', 'layan', 'bayar', 'cepat', 'thx']",alam enak mudah beli bersih bayar cepat thx,0.0,Neutral
Pelayanannya buruk. Beli iga yang dipajang iga busuk. Padahal stok bnyak,1,0.0,0.0,Negative,"['layan', 'buruk', 'beli', 'iga', 'pajang', 'iga', 'busuk', 'stok', 'bnyak']",buruk beli iga pajang iga busuk stok bnyak,0.0,Neutral
Ok,5,0.5,0.5,Positive,['ok'],,0.0,Neutral
Mantap syg minta update trs apknya,4,0.0,0.0,Positive,"['mantap', 'syg', 'trs', 'apknya']",mantap syg trs apknya,0.0,Neutral
Superindo belanja banyak diskon khususnya member,5,0.0,0.0,Positive,"['belanja', 'diskon', 'member']",diskon member,0.0,Neutral
Bagus menguntungkan,5,0.0,0.0,Positive,"['bagus', 'untung']",untung,0.0,Neutral
"Nyaman, lengkap, harga konfetitif",5,0.0,0.0,Positive,"['nyaman', 'lengkap', 'harga', 'konfetitif']",nyaman lengkap,0.0,Neutral
Apk tidak bisa digunakan.,1,0.0,0.0,Negative,['apk'],apk,0.0,Neutral
Baik,5,0.0,0.0,Positive,[],,0.0,Neutral
Sumpah ya ini aplikasi yg versi baru ENGGAK bgt !!,1,0.0,0.0,Negative,"['sumpah', 'banget']",sumpah,0.0,Neutral
Jangan sering update dong masa setiap bulan update hadeuhhh ribet,3,0.0,0.0,Neutral,"['hadeuhhh', 'ribet']",ribet,0.0,Neutral
Sangat terbantu dengan adanya diskon setiap harinya,4,0.0,0.0,Positive,"['bantu', 'diskon', 'hari']",bantu diskon hari,0.0,Neutral
"Abis di perbarui jadi gak bisa di buka,loading terus🤦‍♀.gimana nih",5,0.0,0.0,Positive,"['abis', 'baru', 'buka', 'loading', 'gimana', 'nih']",abis baru loading gimana nih,0.0,Neutral
Senang dengan banyak diskon nya,5,0.0,0.0,Positive,"['senang', 'diskon']",senang diskon,0.0,Neutral
Ramah,5,0.0,0.0,Positive,['ramah'],ramah,0.0,Neutral
Seru dan murah... Pakai banget.,5,0.0,0.0,Positive,"['seru', 'murah', 'pakai', 'banget']",seru murah pakai,0.0,Neutral
Banyak promo nya... kualitas buah dan sayur nya juga bagus...,5,0.0,0.0,Positive,"['promo', 'kualitas', 'buah', 'sayur', 'bagus']",kualitas buah sayur,0.0,Neutral
Buah nya segar,5,0.0,0.0,Positive,"['buah', 'segar']",buah segar,0.0,Neutral
😄👍,5,0.0,0.0,Positive,[],,0.0,Neutral
Mantap,5,0.0,0.0,Positive,['mantap'],mantap,0.0,Neutral
Happy menggunakan aplikasi ini. Karena tambah hemat pengeluaran nya🥰 💐semakin sukses berkah untuk superindo & team Aaamiin💐,5,0.8,1.0,Positive,"['happy', 'hemat', 'keluar', 'sukses', 'berkah', 'team', 'aaamiin']",happy hemat keluar sukses berkah team,0.8,Positive
Membantu.lengkapi dengan belanja online dong.,5,0.0,0.0,Positive,"['bantu', 'lengkap', 'belanja', 'online']",bantu lengkap online,0.0,Neutral
Aplikasi sering banget minta di update..,1,0.0,0.0,Negative,['banget'],,0.0,Neutral
Buahnya selalu fresh ..,5,0.3,0.5,Positive,"['buah', 'fresh']",buah fresh,0.3,Positive
sering upgrate,3,0.0,0.0,Neutral,['upgrate'],upgrate,0.0,Neutral
"Banyak promo, banyak discount",5,0.0,0.0,Positive,"['promo', 'discount']",discount,0.0,Neutral
Bagus,5,0.0,0.0,Positive,['bagus'],,0.0,Neutral
Terlalu banyak minta update.,2,0.0,0.0,Negative,[],,0.0,Neutral
Tidak sampai 1 tahun update melulu. Kenapa sih?? Toh ga ada perubahan yg signifikan,2,0.0,0.0,Negative,"['melulu', 'ubah', 'signifikan']",melulu ubah signifikan,0.0,Neutral
Terlalu sering upgrade,5,0.0,0.0,Positive,['upgrade'],upgrade,0.0,Neutral
OK,5,0.5,0.5,Positive,['ok'],,0.0,Neutral
kebanyakan update apdate.sbntr2 update,2,0.0,0.0,Negative,"['banyak', 'apdate', 'sbntr']",banyak,0.0,Neutral
"Parah sekali aplikasi ini.sebelum perbaharui model tampilan skrg sdh susah buka loading terus,aplgi tampilan skrg tdk bisa dibuka.pdhal mau lihat promo2.rencana mau dihapus saja habisin kuota😓😰",2,0.0,0.0,Negative,"['parah', 'baharu', 'model', 'tampil', 'skrg', 'susah', 'buka', 'loading', 'aplgi', 'tampil', 'skrg', 'buka', 'pdhal', 'lihat', 'promo', 'rencana', 'hapus', 'habisin', 'kuota']",parah baharu model tampil skrg susah loading tampil skrg pdhal lihat rencana hapus habisin kuota,0.0,Neutral
Mantap mempermudah,5,0.0,0.0,Positive,"['mantap', 'mudah']",mantap mudah,0.0,Neutral
Bukanya lama. Tiap dipake bisa giliran di depan kasir gabisa buka. Error muter trs,5,0.0,0.0,Positive,"['buka', 'dipake', 'gilir', 'kasir', 'gabisa', 'buka', 'error', 'muter', 'trs']",dipake gilir kasir gabisa error muter trs,0.0,Neutral
"Belanja di super indo sangat nyaman,tingjatkan kualitasnya",5,0.3333333333333333,0.6666666666666666,Positive,"['belanja', 'super', 'indo', 'nyaman', 'tingjatkan', 'kualitas']",indo nyaman kualitas,0.0,Neutral
It's better now,4,0.5,0.5,Positive,"['it', 's', 'better', 'now']",it s better now,0.5,Positive
Komplit..👍,5,0.0,0.0,Positive,['komplit'],komplit,0.0,Neutral
Belanja jd happy banyak promo nya,5,0.8,1.0,Positive,"['belanja', 'happy', 'promo']",happy,0.8,Positive
Bagus,5,0.0,0.0,Positive,['bagus'],,0.0,Neutral
Good,5,0.7,0.6000000000000001,Positive,['good'],good,0.7,Positive
Apk bagus dan banyak promo menarik tiap minggu,5,0.0,0.0,Positive,"['apk', 'bagus', 'promo', 'tarik', 'minggu']",apk tarik minggu,0.0,Neutral
Mantap,5,0.0,0.0,Positive,['mantap'],mantap,0.0,Neutral
Lemgkap,5,0.0,0.0,Positive,['lemgkap'],,0.0,Neutral
Update mulu...,1,0.0,0.0,Negative,['mulu'],mulu,0.0,Neutral
Sangta membantu,5,0.0,0.0,Positive,"['sangta', 'bantu']",bantu,0.0,Neutral
Brosurnya susah dilihat kecil2...ga bisa diperbesar jadi males liatnya...makin update makin memble..dulu2 enak liatnya... Langsung bisa dicatet apa aja yg mau dibeli seklian belanja buat bulanan... Sekarang jd lebih seringan ke indomaret,1,0.0,0.0,Negative,"['brosur', 'susah', 'besar', 'males', 'liat', 'memble', 'enak', 'liat', 'langsung', 'dicatet', 'beli', 'seklian', 'belanja', 'bulan', 'sering', 'indomaret']",brosur susah besar males liat enak liat langsung beli bulan sering indomaret,0.0,Neutral
Alhamdulillah selalu dapat susu uht promo utk usaha kantin saya.. sukses super indo tingkatkan trs pelayanan terbaiknya jgn biarkan konsumen antri terlalu lama ..,5,0.3333333333333333,0.6666666666666666,Positive,"['alhamdulillah', 'susu', 'uht', 'promo', 'usaha', 'kantin', 'sukses', 'super', 'indo', 'tingkat', 'trs', 'layan', 'baik', 'jgn', 'biar', 'konsumen', 'antri']",alhamdulillah susu uht usaha sukses indo tingkat trs baik jgn biar konsumen antri,0.0,Neutral
👍,5,0.0,0.0,Positive,[],,0.0,Neutral
Sangat membantu,5,0.0,0.0,Positive,['bantu'],bantu,0.0,Neutral
Nice,5,0.6,1.0,Positive,['nice'],nice,0.6,Positive
lebih banyak sale,5,0.0,0.0,Positive,['sale'],sale,0.0,Neutral
Banyak promo diskon,5,0.0,0.0,Positive,"['promo', 'diskon']",diskon,0.0,Neutral
Kok ribet ya proses memperbaharuinya,3,0.0,0.0,Neutral,"['ribet', 'proses', 'baharu']",ribet proses baharu,0.0,Neutral
Memudahkan liat promo yg sedang berlangsung.,5,0.0,0.0,Positive,"['mudah', 'liat', 'promo']",mudah liat,0.0,Neutral
"Tiap bulan suruh update, di update bukan tambah bagus malah tambah gk karuan, trus promonya cuma promo koran doang terlalu lama... gk kyak dulu ada promo per 3hari, perminggu selalu update promo...",1,0.0,0.0,Negative,"['suruh', 'bagus', 'karuan', 'trus', 'promonya', 'promo', 'koran', 'doang', 'kyak', 'promo', 'minggu', 'promo']",suruh trus promonya koran doang kyak minggu,0.0,Neutral
Keren,5,0.0,0.0,Positive,['keren'],keren,0.0,Neutral
Banyak promo,5,0.0,0.0,Positive,['promo'],,0.0,Neutral
Lelet,1,0.0,0.0,Negative,['lelet'],lelet,0.0,Neutral
Aplikasi cukup bagus dan nyaman dipakai,4,0.0,0.0,Positive,"['bagus', 'nyaman', 'pakai']",nyaman pakai,0.0,Neutral
Akurat. Cepat dan bikin hepi,5,0.0,0.0,Positive,"['akurat', 'cepat', 'bikin', 'hepi']",akurat cepat bikin hepi,0.0,Neutral
Mantap 👍,5,0.0,0.0,Positive,['mantap'],mantap,0.0,Neutral
Terlalu seribg diupdate sampe susah dibuka,3,0.0,0.0,Neutral,"['seribg', 'diupdate', 'sampe', 'susah', 'buka']",diupdate sampe susah,0.0,Neutral
Sangat membantu dan puas belanja di superindo,5,0.0,0.0,Positive,"['bantu', 'puas', 'belanja']",bantu puas,0.0,Neutral
Wah,5,0.0,0.0,Positive,[],,0.0,Neutral
Informatif u ibu2 RT,5,0.0,0.0,Positive,"['informatif', 'u', 'rt']",informatif u rt,0.0,Neutral
Good,5,0.7,0.6000000000000001,Positive,['good'],good,0.7,Positive
Memuaskan,5,0.0,0.0,Positive,['muas'],muas,0.0,Neutral
"Belanja mudah dan pelayanan ramah, banyak discount",4,0.0,0.0,Positive,"['belanja', 'mudah', 'layan', 'ramah', 'discount']",mudah ramah discount,0.0,Neutral
Update mulu...,3,0.0,0.0,Neutral,['mulu'],mulu,0.0,Neutral
Setelah upgrade jadi lemotttt euy -__+,3,0.0,0.0,Neutral,"['upgrade', 'lemotttt', 'euy']",upgrade euy,0.0,Neutral
Perasaan seminggu sekali suru update mulu!!!,1,0.0,0.0,Negative,"['asa', 'minggu', 'suru', 'mulu']",asa minggu suru mulu,0.0,Neutral
Pilihan layanan pengiriman terbatas. Perlu penambahan jasa pengiriman dan pilihan pembayaran,4,0.0,0.0,Positive,"['pilih', 'layan', 'kirim', 'batas', 'tambah', 'jasa', 'kirim', 'pilih', 'bayar']",pilih kirim batas tambah jasa kirim pilih bayar,0.0,Neutral
Ok,5,0.5,0.5,Positive,['ok'],,0.0,Neutral
Informati 👍,5,0.0,0.0,Positive,['informati'],,0.0,Neutral
Sangat membantu dlm pemilihan produk termurah.,5,0.0,0.0,Positive,"['bantu', 'dlm', 'pilih', 'produk', 'murah']",bantu dlm pilih produk murah,0.0,Neutral
Belanja di superindo itu suka seperti racun yaa 😀.. apalagi kalo ada discount jadi nambah banyak belanjanya ..,5,0.0,0.0,Positive,"['belanja', 'suka', 'racun', 'yaa', 'discount', 'nambah', 'belanja']",suka racun yaa discount nambah,0.0,Neutral
buah dan sayurnya selalu segar,5,0.0,0.0,Positive,"['buah', 'sayur', 'segar']",buah sayur segar,0.0,Neutral
"Tolong donk, utk liat katalog bisa d zoom, ini mata tua udah gk bisa liat",4,0.0,0.0,Positive,"['tolong', 'donk', 'liat', 'katalog', 'd', 'zoom', 'mata', 'tua', 'udah', 'liat']",tolong donk liat katalog d zoom mata tua udah liat,0.0,Neutral
Kakehan update terus,1,0.0,0.0,Negative,['kakehan'],,0.0,Neutral
Lengkap dan komplit,5,0.0,0.0,Positive,"['lengkap', 'komplit']",lengkap komplit,0.0,Neutral
Sangat beragam produk murah..,5,0.0,0.0,Positive,"['agam', 'produk', 'murah']",agam produk murah,0.0,Neutral
Belom lama update udh update lagi aja aja. Mending pas awal2 engk ribet aplikasinya,2,0.0,0.0,Negative,"['bom', 'mending', 'pas', 'engk', 'ribet', 'aplikasi']",bom mending pas ribet aplikasi,0.0,Neutral
Adem nggone,5,0.0,0.0,Positive,"['adem', 'nggone']",adem,0.0,Neutral
Bagus informatif,5,0.0,0.0,Positive,"['bagus', 'informatif']",informatif,0.0,Neutral
"Harga lebih murah,dekat rumah,banyak diskonnya.",5,0.0,0.0,Positive,"['harga', 'murah', 'rumah', 'diskon']",murah rumah diskon,0.0,Neutral
"Aplikasinya enak,,,jd sy bs liat2 dlu klo mau belanja. Soalnya buat jualan lg",5,0.0,0.0,Positive,"['aplikasi', 'enak', 'liat', 'dlu', 'klo', 'belanja', 'jual']",aplikasi enak liat dlu klo jual,0.0,Neutral
"Minta pembaruan Mulu, tp ga ada yg baru, minimal kasih games aja kalo mau minta pembaruan mulu",1,-0.1,0.6,Negative,"['baru', 'mulu', 'minimal', 'kasih', 'games', 'baru', 'mulu']",baru mulu minimal kasih baru mulu,-0.1,Negative
